Country,WHO Region,Population,LF DALYs,SCHIST DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,ONCH DALYs,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,ONCH Treatment Coverage,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Schist Efficay,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,ONCH Efficacy,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of  LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84,Impact of Onch
,,,Total DALYs,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Total DALYs,Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,Estimated STH Pre-SAC Treatment Coverage,STH SAC Treatment Coverage,Estimated STH SAC Treatment Coverage,Number of People Needing Treatment for ONCH,Number of People Treated for ONCH,ONCH Treatment Coverage,Estimated ONCH Treatment Coverage,LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,ONCH,*Single Dose of DEC (6mg/kg) (Updated),Estimated Efficacy,*Single dose of DEC (6mg/kg)+ALB(4a00mg) (Updated),Estimated Efficacy,*Combination of ALB(400mg)+IVM(400ug/kg) (Updated),Estimated Efficay,PZQ,,Alb,,Mbd,,Ivm+Alb,,ALB,,Mbd,,Alb,,Mbd,,Ivm+Alb,,IVM,IVM,LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases Targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB,IVM
,,,,,,,,,,,,,,,,,38.06%,57.09%,Global Average,47.92%,Global Average,71.16%,Global Average,65.01%,,,Global Average,68.90%,,,5-14 years,1-4 years,5-14 years,1-4 years,5-14 years,1-4 years,5-14years,,,,,,,,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,Original,Estimated,1 if endemic,1 if endemic,1 if endemic,"2 if high, 1 if low",,,,,,490.78,"4,477.28",0.00,"4,698.13","1,850.99","4,172.44","26,024.23","3,357.95","167,338.19","3,844.00","69,289.96","2,790.64"
Sao Tome and Principe,AFR,195553,490.66,167.5817958,6.742478678,23.82192362,30.56440229,11.5555561,28.5538681,40.10942424,28.44653175,40.93593729,69.38246904,0,"188,134",,0.00%,33.45%,72.00%,72.00%,,80.85%,59.46%,59.46%,,,,63.75%,5.19%,11.00%,3.92%,0.00%,32.64%,0.00%,15.45%,0.00%,39.38%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,1,1011,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist+sth,,2.780837913,271.666,2.281988832,,3.030922016,4.72575587,,18.85453829,,11.38060731,
Saudi Arabia,EMR,31557144,0,455.5471335,0.006791841,0.051529581,0.058321422,136.120398,368.93,505.0506787,20.18127358,35.54067603,55.72194961,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,21.38%,0.88%,9.48%,2.33%,25.88%,4.28%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,1,0,0,0100,MDA3,IVM,,onch only,,,,,,,,,,,,0
Senegal,AFR,14976994,11737.89,25251.22545,13.64362939,53.95240609,67.59603548,153.465043,398.350122,551.8151652,898.0758332,140.7345624,1038.810396,0,"8,258,869","4,627,752",56.03%,56.03%,55.70%,55.70%,64.91%,64.91%,94.11%,94.11%,"877,204.00","446,184.00",50.86%,50.86%,1.12%,17.00%,5.67%,0.57%,8.32%,1.47%,3.40%,2.72%,3.17%,0.00%,,31.23%,,40.00%,,29.43%,,88%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,66.49%,66.49%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,25.96182374,24276.519,,,,,,,,,
Serbia,EUR,7095383,0,0,0,0,0,0,0,0,0.370879232,0.199925744,0.570804976,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Seychelles,AFR,93419,0,0,3.897197153,15.88678619,19.78398335,4.98904248,9.92381438,14.91285686,1.365388537,2.609491475,3.974880012,0,,,,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.00%,0.00%,0.00%,0.00%,44.35%,0.00%,17.43%,0.00%,21.78%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,1,1,1,0111,MDA1+T2,IVM+ALB,PZQ,onch+schist+sth,,,0.0,2.064514652,,2.741734926,1.848050286,,0.6630560304,,0.4004592096,0
Sierra Leone,AFR,7237025,5675.03,2453.675503,38.87875677,162.1741078,201.0528646,407.571643,"1,144.50",1552.067597,4699.614358,899.2818788,5598.896237,18440.32555,"6,976,957","5,398,483",77.38%,77.38%,100.00%,100.00%,,80.85%,93.68%,93.68%,"3,374,236.00","3,295,899.00",97.68%,97.68%,1.31%,1.00%,0.22%,0.00%,14.98%,0.00%,14.89%,0.00%,16.15%,3.69%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,75.35%,75.35%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,21.92214109,14948.278,,,,,,,,,
Singapore,WPR,5535002,0,0,0,0,0,0,0,0,0,0,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,9.63%,0.00%,9.27%,0.00%,10.39%,0.00%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Sint Maarten (Dutch part),AMR,38824,0,0,,,0,0,0,0,,,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Slovakia,EUR,5423801,0,0,0,0,0,0,0,0,0.167825971,0.070133986,0.237959956,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Slovenia,EUR,2063531,0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Solomon Islands,WPR,587482,0,0,8.964965241,38.30876929,47.27373453,82.4262945,233.014412,315.440707,20.77267746,9.7529975,30.52567496,0,,,,37.84%,,73.97%,2.34%,2.34%,8.90%,8.90%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,26.26%,0.00%,30.59%,0.00%,3.43%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,1,0,1,0101,MDA1,IVM+ALB,,onch+sth,,,,0.3302877266,,0.6187198001,3.857365635,,0.03161887884,,0.027340568,0
Somalia,EMR,13908129,0,18368.48372,213.2209394,"1,222.49",1435.711746,814.600791,"3,183.06","3,997.66","1,989.07",433.108553,2422.174501,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,15.00%,4.24%,0.00%,28.92%,0.00%,20.20%,0.00%,7.93%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,37215.097,,,,,,,,,0
South Africa,AFR,55011976.68,0,45477.27474,"1,142.13","5,841.14","6,983.27","2,701.60","7,619.43",10321.02607,579.3003448,"1,345.34",1924.636767,0,,,,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.00%,10.00%,2.79%,0.00%,40.95%,0.00%,21.30%,0.00%,18.78%,0.00%,,31.23%,,40.00%,,29.43%,,95.30%,48.53%,48.53%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,1,0011,T1,ALB+PZQ or MBD+PZQ,,schist+sth,,,30592.796,968.4318502,970.1263898,,1734.469517,1181.006544,294.6474879,256.4451956,,
South Sudan,AFR,11882136,2726.64,19648.92334,1.317256133,3.687118102,5.004374235,612.756966,"1,023.60",1636.360611,6685.294708,569.0712203,7254.365928,80684.35292,"1,659,558",,0.00%,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.24%,15.00%,5.29%,0.00%,3.27%,13.34%,9.09%,0.00%,1.66%,10.68%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,0.7146060798,11172.82,,,,,,,,,
Spain,EUR,46447697,0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Sri Lanka,SEA,20966000,2409.41,0,22.18152534,119.0799316,141.2614569,191.520645,599.94,791.4587644,93.19222646,196.7390962,289.9313227,0,,,,71.02%,,25.82%,,62.29%,,82.47%,,,,68.90%,0.11%,0.00%,0.00%,0.00%,7.78%,0.00%,5.60%,0.00%,7.27%,0.00%,58.34%,58.34%,,58.32%,,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,77.90%,77.90%,27.90%,27.90%,,83.00%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Sudan,EMR,38647803,2690.53,17967.31229,1.911715593,11.76421826,13.67593386,820.537406,"3,169.69",3990.222422,879.0884736,277.1921703,1156.280644,0,"13,393,890",,0.00%,57.09%,38.10%,38.10%,,99.33%,24.63%,24.63%,"380,904.00","152,898.00",40.14%,40.14%,0.12%,3.00%,0.73%,0.00%,3.28%,0.00%,9.11%,0.00%,1.66%,0.00%,,37.13%,,79.35%,,37.15%,,92.50%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0.8692334775,9778.219,,,,,,,,,0
Suriname,AMR,553208,0,514.2680235,2.66E-06,2.09E-05,2.36E-05,5.52263787,18.6682112,24.19084911,3.317078666,1.53364969,4.850728356,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,14.00%,0.37%,0.00%,0.44%,0.00%,6.60%,0.00%,1.78%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Swaziland,AFR,1319011,0,900.202641,55.93460215,238.8466502,294.7812523,238.071426,612.816067,850.8874934,77.2299067,80.6324409,157.8623476,0,,,,33.45%,,42.20%,,80.85%,,59.38%,,,,63.75%,0.00%,6.00%,1.66%,0.27%,40.29%,4.07%,39.41%,1.11%,24.83%,0.00%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,0,0,1,1,0011,T1,ALB+PZQ or MBD+PZQ,,schist+sth,,,511.876,28.26442591,39.12716612,,281.0701713,188.7662828,25.70599428,22.19622829,,
Sweden,EUR,9799186,0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Switzerland,EUR,8282396,0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Syrian Arab Republic,EMR,18734987,0,2493.575854,,,13.07507785,0,0,243.9012397,252.4201636,685.825646,938.2458096,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,2.00%,0.27%,0.00%,5.43%,0.00%,1.63%,0.00%,18.98%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Tajikistan,EUR,8548651,0,0,0.000413532,0.002246279,0.002246279,0.06859116,0.07119846,613.284422,62.73035408,68.06117591,97.80399465,0,,,,57.09%,,47.92%,,2.23%,100.00%,100.00%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.58%,0.00%,0.00%,0.00%,12.26%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Tanzania,AFR,53879957,39128.88,105738.5831,264.8959165,"1,254.43","1,519.32","5,636.36","15,672.90","21,309.26","14,589.97",2124.362246,16714.33426,16194.25731,"26,962,041","19,715,866",73.12%,73.12%,36.30%,36.30%,100.00%,100.00%,72.67%,72.67%,"5,657,719.00","3,640,830.00",64.35%,64.35%,1.82%,20.00%,11.20%,0.00%,10.16%,0.00%,24.18%,0.00%,5.23%,0.40%,10.60%,10.60%,26.30%,26.30%,19.40%,19.40%,,85.9%,28.55%,28.55%,16.78%,16.78%,23.75%,23.75%,92.20%,92.20%,57.87%,57.87%,100.00%,100.00%,60.50%,60.50%,69.60%,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,117.7270568,47910.349,,,,,,,,,
Thailand,SEA,68657600,62.56,0,1.259133061,8.985887069,10.24502013,957.170721,"3,763.69",4720.863272,139.6504905,167.1583872,306.8088777,0,,,,71.02%,,25.82%,,62.29%,,82.47%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,2.94%,0.00%,15.61%,0.00%,5.19%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,67.40%,67.40%,37.87%,37.87%,,59.76%,64.77%,64.77%,13.10%,13.10%,100.00%,100.00%,100.00%,100.00%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
The former Yugoslav Republic of Macedonia,EUR,2079308,0,0,,,0,0,0,0,0.182363785,0.072591258,0.254955043,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Timor-Leste,SEA,1240977,3509.89,0,1.612174642,7.170449215,8.782623858,19.2693984,52.6561647,71.92556311,83.86321529,46.75030119,130.6135165,0,"1,167,242","828,535",70.98%,70.98%,,25.82%,87.25%,87.25%,87.16%,87.16%,,,,68.90%,9.36%,0.00%,0.00%,0.00%,11.45%,0.00%,6.27%,0.00%,12.38%,0.00%,,47.82%,,58.32%,,14.00%,,94.9%,,53.94%,,37.87%,,59.76%,,71.33%,,20.50%,,83.00%,,100.00%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,232.0457546,36.24961837,,,,,,,,,,
Togo,AFR,7416802,815.08,9284.195434,0.025526454,0.139459756,0.164986211,101.165265,283.739786,384.9050508,1138.058992,189.3430816,1327.402073,161.7585959,,,,33.45%,76.10%,76.10%,,80.85%,100.00%,100.00%,"4,709,148.00","2,690,686.00",57.14%,57.14%,0.12%,9.00%,2.58%,0.00%,2.30%,0.00%,4.96%,0.00%,5.12%,0.02%,,31.23%,,40.00%,,29.43%,,85.9%,,38.16%,,48.59%,,47.18%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,88.32%,88.32%,0,0,1,0,0010,T2,PZQ,PZQ,schist only,,,17525.417,,,,,,,,,
Tokelau,WPR,,0,0,,,0,0,0,0,,,0,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Tonga,WPR,106364,58.27,0,0.017579515,0.086780043,0.104359559,1.63400443,4.54109074,6.175095178,0.452756533,0.155004898,0.607761431,0,,,,37.84%,,73.97%,,61.41%,,60.18%,,,,68.90%,0.73%,0.00%,0.00%,0.00%,6.43%,0.00%,5.83%,0.00%,2.20%,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Trinidad and Tobago,AMR,1360092,0,0,0.00367452,0.032776282,0.036450802,1.12320241,3.47270707,4.595909479,1.508744718,0.956622,2.465366718,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,2.60%,0.00%,0.88%,0.00%,0.72%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Tunisia,EMR,11273661,0,621.8835763,0.077097508,0.447123209,0.524220717,0.10669152,0.104339,0.211030515,11.23656187,17.93751175,29.17407362,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,1.00%,0.07%,1.62%,2.91%,0.55%,0.00%,0.45%,6.58%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Turkey,EUR,78271472,0,497.1245829,2.511153186,15.57556672,18.08671991,0.38826333,0.4276723,0.815935633,65.23332988,58.71971153,123.9530414,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.01%,1.90%,2.53%,0.00%,0.00%,4.31%,4.03%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Turkmenistan,EUR,5565284,0,0,0,0,0,0.04543843,0.05417831,0.099616737,14.02346764,3.285994993,17.30946263,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.97%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
Turks and Caicos Islands,AMR,34339,0,0,,,0,0,0,0,,,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Tuvalu,WPR,11001,0,0,,,0,0,0,0,,,0,0,"10,312",,0.00%,37.84%,,73.97%,76.18%,76.18%,76.17%,76.17%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,50.00%,,66.20%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,57.69%,,31.45%,,96.93%,,93.05%,,84.80%,,78.08%,1,0,0,0,1000,MDA1/2,IVM+ALB or DEC+ALB,,lf only,0,0,,,,,,,,,,
Uganda,AFR,40144870,14340.91,92719.59863,23.84324624,97.00041667,120.8436629,1682.72322,"4,456.82","6,139.55","8,198.14",1413.271724,9611.411163,19585.90768,"10,719,606","7,753,388",72.33%,72.33%,36.20%,36.20%,25.33%,25.33%,33.60%,33.60%,"2,240,172.00","1,921,562.00",85.78%,85.78%,0.63%,25.00%,14.27%,0.00%,3.04%,0.00%,9.80%,0.00%,2.71%,0.65%,,31.23%,,40.00%,,29.43%,,44.30%,33.30%,33.30%,,48.59%,70.60%,70.60%,,86.99%,,70.92%,,90.67%,,84.83%,,69.60%,,83.90%,1,0,1,0,1010,MDA1/2+T2,IVM+ALB or DEC +ALB,PZQ,lf+schist ,,24.43397215,17708.991,,,,,,,,,
Ukraine,EUR,45154029,0,0,0,0,0,0,0,0,0,0,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,1,1,0,0110,MDA3+T2,IVM,PZQ,onch+schist,,,0.0,,,,,,,,,0
United Arab Emirates,EMR,9154302,0,0,0,0,0,0.04010737,0.06431786,0.104425236,0.550952408,0.114594037,0.665546444,0,,,,57.09%,,73.90%,,99.33%,,53.01%,,,,40.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,37.13%,,79.35%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,95.50%,,100.00%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,EUR,65128861,0,0,,,0,0,0,0,,,0,0,,,,57.09%,,47.92%,,2.23%,,59.83%,,,,68.90%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,37.13%,,51.44%,,37.15%,,90.6%,,41.44%,,46.92%,,59.76%,,76.14%,,43.62%,,92.16%,,88.66%,,84.80%,,78.08%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
United States,AMR,320896618,0,0,0,0,0,0,0,0,0,0,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
Uruguay,AMR,3431552,0,0,0,0,0,0,0,0,0.366729215,0.174391244,0.541120459,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
US Virgin Islands,AMR,103574,0,0,,,0,0,0,0,,,0,0,,,,35.66%,,47.92%,,68.50%,,75.51%,,,,71.01%,0.00%,0.00%,0.00%,0.00%,0,0.00%,0,0.00%,0,0.00%,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,37.34%,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,,
