Country,WHO Region,Population,LF DALYs,Schist DALYs,Whipworm DALYs,Unnamed: 6,Unnamed: 7,Hookworm DALYs,Unnamed: 9,Unnamed: 10,Roundworm DALYs,Unnamed: 12,Unnamed: 13,Unnamed: 14,LF Treatment Coverage,Unnamed: 16,Unnamed: 17,Unnamed: 18,SCHIST Treatment Coverage,Unnamed: 20,STH,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Prevalence (%),Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,LF Efficacy,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,SCHIST Efficacy,Unnamed: 46,Whipworm Efficacy,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Hookworm Efficacy,Unnamed: 54,Unnamed: 55,Unnamed: 56,Roundworm Efficacy,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Treatment Guidelines,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Impact of LF,Unnamed: 75,Impact of Schist,Impact of Whipworm,Unnamed: 78,Unnamed: 79,Impact of Hookworm,Unnamed: 81,Impact of Roundworm,Unnamed: 83,Unnamed: 84
,,,Total,Total DALYs,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,Under 5 Years,5-14 Years,Total,"Input to make model identical to 2013, 2015",Prevalence,Number Treated,LF Treatment Coverage,Estimated LF Treatment Coverage,SCHIST Treatment Coverage,Estimated Schist Treatment Coverage,STH Pre-SAC Treatment Coverage,14842.84%,STH SAC Treatment Coverage,10631.67%,"Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015",LF,SCHIST All Ages,SCHIST SAC,Whipworm,Whipworm,Hookworm,Hookworm,Roundworm,Roundworm,"This col was input to make placement of data identical to 2013, 2015 for SA",Single Dose of DEC (6mg/kg),Estimated Efficacy,Single dose of DEC (6mg/kg) + ALB(400mg),Estimated Efficacy,Combination of ALB (400mg) +IVM (400ug/kg),Estimated Efficacy,PZQ,,Alb,,Mbd,,Ivm+Alb,,Alb,,Mbd,,Alb,,Mbd,,Ivm+Alb,,"Input to make model identical to 2013, 2015","Input to make model identical to 2013, 2015",LF,ONCH,SCHIST,STH Level,Coding,MDA type,Treatment Part 1,Treatment Part 2,Diseases targeted by the MDA,DEC+ALB,IVM+ALB,PZQ,ALB,MBD,IVM+ALB,ALB,MBD,ALB,MBD,IVM+ALB
United States,AMR,"309,348,193",0.00,0.00,0,0,0,0,0,0,0,0,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Uruguay,AMR,"3,374,415",0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.512947821,0.24959478,0.762542601,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
US Virgin Islands,AMR,"106,267",0.00,0.00,,,0.00,0.00,0.00,0.00,,,0,,,,,14.55%,,39.44%,,36.16%,,50.16%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Uzbekistan,EUR,"28,562,400",0.00,0.00,0,0,0,0.17534156,0.18552885,0.360870408,7.003883756,1.782864657,8.786748413,,,,,40.13%,,34.68%,,100.00%,,71.74%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,51.37%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,79.24%,,51.15%,,94.03%,,92.29%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Vanuatu,WPR,"236,295",216.23,0.00,3.43835319,12.39397977,15.83233296,36.4930314,85.9599408,122.4529722,50.37292808,47.93576158,98.30868966,,,,,19.55%,,62.60%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,24.56%,0.00%,31.05%,0.00%,37.55%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,1,0001,T3,ALB or MBD,,sth only,,,,0.6338892242,0.7633848283,,13.27394124,7.62720362,15.81920142,14.67124322,
Venezuela,AMR,"29,028,033",0.00,"4,884.60",682.5868153,"2,729.48","3,412.06",619.41,895.37,"1,514.78","1,051.64","1,741.59",2793.234676,,,,,14.55%,,39.44%,46.03%,46.03%,29.88%,29.88%,,,,,0.00%,2.00%,0.03%,25.34%,33.73%,3.23%,3.67%,0.00%,26.37%,,,25.90%,,34.65%,,75.75%,,92.0%,,39.45%,,60.00%,,79.60%,,86.90%,,17.20%,,98.62%,,76.90%,,100.00%,,,0,1,1,1,0111,MDA1+T2,IVM+ALB,PZQ,onch+schist+sth,,,2781.703,161.4133933,,387.3546697,24.85892438,,191.873411,,195.7024252
Viet Nam,WPR,"86,932,500","1,389.13",0.00,777.3736669,18.21906857,795.59,0.00,0.00,"6,634.97","4,941.05",453.8576545,5394.903603,,,,,19.55%,,62.60%,25.44%,25.44%,55.93%,55.93%,,,,,0.03%,0.00%,0.00%,0.00%,3.57%,0.00%,2.66%,25.00%,6.92%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,62.00%,62.00%,32.00%,32.00%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Wallis and Futuna Islands,WPR,,0.00,0.00,,,0,0,0,0,,,0,,,,,19.55%,78.20%,78.20%,,55.18%,,48.26%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,38.00%,,65.70%,,37.15%,,94.9%,,35.72%,,41.55%,,65.10%,,68.82%,,46.05%,,96.93%,,93.05%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
West Bank and Gaza Strip,EMR,"3,811,102",0.00,0.00,,,0,0,0,0,,,0,,,,,32.11%,,59.49%,,90.19%,,9.40%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,0,0,0,0,0000,no action required,,,none,,,,,,,,,,,
Yemen,EMR,"23,606,779",51.06,"17,085.50",3.574832186,15.43787138,19.01270357,163.133088,361.830485,524.9635731,763.6985614,1043.946028,"1,808",,"48,867",,0.00%,32.11%,67.53%,67.53%,,90.19%,15.92%,15.92%,,,,,0.00%,7.00%,1.54%,3.36%,5.39%,1.04%,1.66%,12.00%,18.68%,,,35.74%,,79.35%,,37.15%,,90.6%,,38.43%,,51.22%,,71.77%,,93.08%,,51.15%,,95.50%,,100.00%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,26929.079,,,,,,,,
Zambia,AFR,"13,850,033","4,527.77","30,006.68",3.931860404,17.52896164,21.46,"1,934.73","5,052.04",6986.771502,4447.945738,580.8273977,"5,029",,"8,780,000",,0.00%,17.16%,0.00%,0.00%,100.00%,100.00%,0.58%,0.58%,,,,,0.00%,21.00%,8.58%,0.00%,6.88%,0.00%,27.08%,0.00%,4.81%,,,31.23%,,40.00%,,29.43%,,84.0%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,0.0,,,,,,,,
Zimbabwe,AFR,"14,086,317",58.98,"26,083.21",428.1237568,1957.367123,"2,385.49","2,669.75","2,754.79",5424.545125,994.8667347,271.7603626,"1,267",,"6,000,000",,0.00%,17.16%,0.00%,0.00%,,72.67%,,43.42%,,,,,0.00%,17.00%,11.50%,19.66%,30.48%,11.51%,18.27%,0.00%,6.66%,,,31.23%,,40.00%,,29.43%,,85.9%,,35.38%,,59.18%,,70.60%,,81.32%,,70.92%,,86.57%,,92.03%,,100.00%,,,1,1,1,0,1110,MDA1+T2,IVM+ALB,PZQ,lf+onch+schist ,,0,0.0,,,,,,,,
,,,,"2,388,539.47",,,,,,,,,,,,,,,,,,,,,,,,,,1043.00%,,,,,,,,,," =if(AN192<>"""",AN192,max($AN$4:$AN$220)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,sth only,,,EMR,0,0.4094450479,51,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000,none,,,AFR,2.737859915,1056.208013,,1644.128968,149.2572328,3403.821349,7774.810192,33.84034829,176641.6369,127.1447169,160348.102
,Company,Drug,Score,,LF,,,Schistosomiasis,,,Whipworm,,,Hookworm,Hookworm,,,Roundworm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111,lf+onch+schist+sth,,,WPR,8.573256131,124.03496,,69.52187971,3.047687648,92.59238454,1379.708313,26.50664646,3157.391146,15.00503198,1078.193733
,Bayer Healthcare,PZQ,0.00,,GlaxoSmithKline,ALB,"2,036.92",Bayer Healthcare,PZQ,0.00,GlaxoSmithKline,ALB,"4,205.38",company,GlaxoSmithKline,ALB,"12,564.85",GlaxoSmithKline,ALB,"268,425.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,lf+sth,,,AMR,148.2788364,0,,262.2129934,175.2693934,387.3546697,477.9113081,56.12686985,1834.844321,1066.845678,195.7024252
,GlaxoSmithKline,ALB,"287,232.68",,Pfizer Inc.,DEC,"1,446.60",,,,Merck,IVM,"1,941.88",GlaxoSmithKline,Merck,MDB,116.47,Merck,IVM,"80,811.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0110,onch+schist,,,EUR,0,0,,0,0,0,0,0,0,0,0
,Merck,IVM,"83,343.21",,Merck,IVM,590.33,,,,Johnson and Johnson,MDB,327.57,Johnson and Johnson,,,,Johnson and Johnson,MDB,"1,209.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,lf+onch+schist ,,,SEA,2733.60182,0,,287.6351931,0,0,2932.416171,0,5980.660775,0,0
,Johnson and Johnson,MDB,"1,653.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,lf only,,,,,,,,,,,,,,
,Pfizer Inc.,DEC,"1,446.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111,onch+schist+sth,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0101,onch+sth,,,,,,,,,,,,,,
,,,"373,675.53","42,895.33",526458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,lf+schist+sth,,,,Total Impact by Region,LF Impact,Schist Impact,Whipworm Impact,Hookworm Impact,Roundworm Impact,,,,,
,,,"943,028.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,lf+onch,,,,EMR,0.41,0.00,0.00,0.00,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0100,onch only,,,,AFR,"1,058.95",0.00,"5,197.21","7,808.65","337,116.88",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0010,schist only,,,,WPR,132.61,0.00,165.16,"1,406.21","4,250.59",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,lf+onch+sth,,,,AMR,148.28,0.00,824.84,534.04,"3,097.39",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0011,schist+sth,,,,EUR,0.00,0.00,0.00,0.00,0.00,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,lf+schist ,,,,SEA,"2,733.60",0.00,287.64,"2,932.42","5,980.66",,,,,
